"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Welch",5,1,3,18,0,2,0.93427233628772,112.781305997075
"Student",6,1,3,18,0,2,0.848365052459573,4.96352837483587
"Welch",6,1,3,18,0,2,0.958615904096588,87.3989762676529
"Student",7,1,3,18,0,2,0.266714863712536,4.30374802622059
"Welch",7,1,3,18,0,2,0.693128023897755,53.5307908073213
"Student",8,1,3,18,0,2,0.215550039148498,3.59249238165412
"Welch",8,1,3,18,0,2,0.209464071350387,5.64516276635842
"Student",9,1,3,18,0,2,0.334903256519184,3.80870849193208
"Welch",9,1,3,18,0,2,0.627901182886988,29.5592171317043
"Student",10,1,3,18,0,2,0.174708612738415,2.95593404907945
"Welch",10,1,3,18,0,2,0.559963537869926,27.3041232419954
"Student",11,1,3,18,0,2,0.0483822098761085,3.65611057881329
"Welch",11,1,3,18,0,2,0.55358713617836,53.2738412478139
"Student",12,1,3,18,0,2,7.72580487406435e-06,2.935549244644
"Welch",12,1,3,18,0,2,0.00408972660144886,2.83362239183772
"Student",13,1,3,18,0,2,0.0233029675907532,4.56005036955595
"Welch",13,1,3,18,0,2,0.439231760107012,52.7905320325492
"Student",14,1,3,18,0,2,0.20621359865701,3.4484471379059
"Welch",14,1,3,18,0,2,0.405520598221454,15.0131677626903
"Student",15,1,3,18,0,2,0.000506666302009146,2.62969484188987
"Welch",15,1,3,18,0,2,0.0884162966565271,8.26955281432453
"Student",16,1,3,18,0,2,0.114743022188566,3.04565521296314
"Welch",16,1,3,18,0,2,0.601449951865916,40.0098303617096
"Student",17,1,3,18,0,2,0.838207785984616,3.00484794225595
"Welch",17,1,3,18,0,2,0.953572953397423,50.0844987282174
"Student",18,1,3,18,0,2,0.891754552687577,4.8534840122424
"Welch",18,1,3,18,0,2,0.972217031422049,91.1630827977494
"Student",19,1,3,18,0,2,0.304213727504272,4.21189799809042
"Welch",19,1,3,18,0,2,0.788174751362707,76.3982209840143
"Student",20,1,3,18,0,2,0.44953733452057,3.37556255808843
"Welch",20,1,3,18,0,2,0.633820106873959,19.0254830976791
"Student",21,1,3,18,0,2,0.0864167913997539,4.70509947476418
"Welch",21,1,3,18,0,2,0.681003816279544,93.0235299603426
"Student",22,1,3,18,0,2,0.170617610273277,4.19648384183794
"Welch",22,1,3,18,0,2,0.727829051269001,78.0984114627238
"Student",23,1,3,18,0,2,0.00357948924344681,3.2909243252181
"Welch",23,1,3,18,0,2,0.0580418965688297,5.76902149525566
"Student",24,1,3,18,0,2,0.325210103251099,3.98567536267023
"Welch",24,1,3,18,0,2,0.791334669668789,70.0694060092203
"Student",25,1,3,18,0,2,0.178506739326817,3.3965906438366
"Welch",25,1,3,18,0,2,0.33865614353794,11.9299456397358
"Student",26,1,3,18,0,2,0.722302628788243,3.78172078500882
"Welch",26,1,3,18,0,2,0.817003468377471,21.7651802773042
"Student",27,1,3,18,0,2,0.293479723302002,3.56438522493452
"Welch",27,1,3,18,0,2,0.776557684399432,62.2257794852151
"Student",28,1,3,18,0,2,0.372170980043931,2.83383872797623
"Welch",28,1,3,18,0,2,0.664112340667105,23.3718456271433
"Student",29,1,3,18,0,2,0.0735163578598934,3.5655213985086
"Welch",29,1,3,18,0,2,0.63673143154941,62.4220187474732
"Student",30,1,3,18,0,2,0.0176558617663742,3.34479879202704
"Welch",30,1,3,18,0,2,0.434927977097187,40.5027035085637
"Student",31,1,3,18,0,2,0.193848633667617,3.74375687859182
"Welch",31,1,3,18,0,2,0.674670648514607,51.9545161710036
"Student",32,1,3,18,0,2,0.122833079048941,5.42456285024506
"Welch",32,1,3,18,0,2,0.700712636734014,102.851166859062
"Student",33,1,3,18,0,2,0.656315121128728,3.10894472562808
"Welch",33,1,3,18,0,2,0.530538598865435,3.88758349638244
"Student",34,1,3,18,0,2,0.683518290134503,2.97900136611515
"Welch",34,1,3,18,0,2,0.889588648268741,40.4289357278
"Student",35,1,3,18,0,2,0.352495876997663,3.47685466368609
"Welch",35,1,3,18,0,2,0.804062326006462,61.7558790887142
"Student",36,1,3,18,0,2,0.0467564098547707,4.00149527964873
"Welch",36,1,3,18,0,2,0.519976303854992,52.180509661984
"Student",37,1,3,18,0,2,0.0131268826634004,3.9275133397308
"Welch",37,1,3,18,0,2,0.559621190605018,77.9583046242533
"Student",38,1,3,18,0,2,0.0291931102020124,4.03297457745193
"Welch",38,1,3,18,0,2,0.152088443402206,10.5839306006326
"Student",39,1,3,18,0,2,0.201284247045913,3.43342305378066
"Welch",39,1,3,18,0,2,0.523340290867645,25.2194010464553
"Student",40,1,3,18,0,2,0.1438863225626,4.29113842800343
"Welch",40,1,3,18,0,2,0.65090440301023,62.2414323722349
"Student",41,1,3,18,0,2,0.394714320077315,3.69095827562038
"Welch",41,1,3,18,0,2,0.649832186617226,26.674534478985
"Student",42,1,3,18,0,2,0.562302864850395,3.72878065227652
"Welch",42,1,3,18,0,2,0.821353643565722,42.7294932916391
"Student",43,1,3,18,0,2,0.00868970414763155,4.92084852607252
"Welch",43,1,3,18,0,2,0.402817832172213,60.7497859974473
"Student",44,1,3,18,0,2,0.0581187771465826,4.1839092873238
"Welch",44,1,3,18,0,2,0.591172170877107,66.3303666397339
"Student",45,1,3,18,0,2,0.716717811213476,3.87011864252058
"Welch",45,1,3,18,0,2,0.917265033332296,64.1233046297124
"Student",46,1,3,18,0,2,0.860003864803672,3.58344210353627
"Welch",46,1,3,18,0,2,0.592059807236697,1.17719202335952
"Student",47,1,3,18,0,2,0.00444407632363908,4.13849649113904
"Welch",47,1,3,18,0,2,0.414450172722709,59.6613319516011
"Student",48,1,3,18,0,2,0.492295950949026,3.59228379197274
"Welch",48,1,3,18,0,2,0.856932368926677,65.2862041634893
"Student",49,1,3,18,0,2,0.00413065367065887,3.48138662365172
"Welch",49,1,3,18,0,2,0.111851745562838,10.1287118488416
"Student",50,1,3,18,0,2,0.72539869245259,2.82221261595075
"Welch",50,1,3,18,0,2,0.31597585206887,0.978818353866255
"Student",51,1,3,18,0,2,0.000937659576886588,2.72952118330272
"Welch",51,1,3,18,0,2,0.252474757039571,25.1298010816241
"Student",52,1,3,18,0,2,0.0271488529992211,3.09748792827064
"Welch",52,1,3,18,0,2,0.461381275207731,37.534992602624
"Student",53,1,3,18,0,2,0.000674494080199584,2.89183895359883
"Welch",53,1,3,18,0,2,0.329121170105858,39.105373266287
"Student",54,1,3,18,0,2,0.00764591086130511,2.76983392199211
"Welch",54,1,3,18,0,2,0.26630503820553,19.5786933442588
"Student",55,1,3,18,0,2,0.000252803618903095,3.89906682530838
"Welch",55,1,3,18,0,2,0.181967534169059,28.4621897868621
"Student",56,1,3,18,0,2,0.423421392295802,4.97516868842618
"Welch",56,1,3,18,0,2,0.860850399169133,110.366298901782
"Student",57,1,3,18,0,2,0.0419168961483302,2.8351679579656
"Welch",57,1,3,18,0,2,0.0195722412630094,2.06758253326552
"Student",58,1,3,18,0,2,3.96546468727636e-05,3.36021395262054
"Welch",58,1,3,18,0,2,0.237631036740856,41.0574165506298
"Student",59,1,3,18,0,2,0.0020824251920045,3.92673561051971
"Welch",59,1,3,18,0,2,0.445793343641512,70.5753614819712
"Student",60,1,3,18,0,2,0.416139101170013,4.40227183971644
"Welch",60,1,3,18,0,2,0.814537804761825,71.6784915077459
"Student",61,1,3,18,0,2,0.0635313803980004,3.90243754565622
"Welch",61,1,3,18,0,2,0.510723475178909,44.9971204883422
"Student",62,1,3,18,0,2,0.000228763666563704,3.23119353081707
"Welch",62,1,3,18,0,2,0.00305608340699781,2.48106854578886
"Student",63,1,3,18,0,2,0.0481143394600695,3.11672280861116
"Welch",63,1,3,18,0,2,0.0224243998568912,2.30557360427737
"Student",64,1,3,18,0,2,0.89140796683056,5.06400529676869
"Welch",64,1,3,18,0,2,0.973431125923824,100.206174352187
"Student",65,1,3,18,0,2,0.925604246302275,8.6942429893663
"Welch",65,1,3,18,0,2,0.984227591794698,200.310821690278
"Student",66,1,3,18,0,2,5.01165564538993e-05,3.31027186665452
"Welch",66,1,3,18,0,2,5.11525980036062e-12,1.09902039549924
"Student",67,1,3,18,0,2,0.661233899837395,4.19932683610922
"Welch",67,1,3,18,0,2,0.882268394135258,57.4572741333159
"Student",68,1,3,18,0,2,8.51711844105938e-06,3.46515555220512
"Welch",68,1,3,18,0,2,0.15010352035462,28.8101252866881
"Student",69,1,3,18,0,2,3.8771644219425e-05,3.09661251308839
"Welch",69,1,3,18,0,2,0.268593262474293,43.9802668953134
"Student",70,1,3,18,0,2,0.11172048272415,4.70957159612389
"Welch",70,1,3,18,0,2,0.646398175740238,74.2873110597613
"Student",71,1,3,18,0,2,0.11981447944828,3.19280488645804
"Welch",71,1,3,18,0,2,0.594358517299184,40.1312339203511
"Student",72,1,3,18,0,2,0.478661857715466,4.48242761366566
"Welch",72,1,3,18,0,2,0.836890333910844,72.5690929871526
"Student",73,1,3,18,0,2,0.942708528263667,4.66407398914536
"Welch",73,1,3,18,0,2,0.98684140826823,98.5897162211552
"Student",74,1,3,18,0,2,0.288584187877008,3.73527291871442
"Welch",74,1,3,18,0,2,0.389925093976466,11.3772214144439
"Student",75,1,3,18,0,2,0.00101730265776301,2.88227061660972
"Welch",75,1,3,18,0,2,0.00271375697221203,1.98964613758927
"Student",76,1,3,18,0,2,0.0142813233488898,3.08206163074726
"Welch",76,1,3,18,0,2,0.478348105154749,45.502806595943
"Student",77,1,3,18,0,2,0.410428582893357,4.89164755048343
"Welch",77,1,3,18,0,2,0.839064768899195,95.1154660283488
"Student",78,1,3,18,0,2,0.0263925312415715,3.95920449079219
"Welch",78,1,3,18,0,2,0.541369473094502,64.0993253916829
"Student",79,1,3,18,0,2,0.000225947670546898,2.90371439819314
"Welch",79,1,3,18,0,2,0.267554692095661,34.2092027531554
"Student",80,1,3,18,0,2,0.00963346199317124,3.52033420381142
"Welch",80,1,3,18,0,2,0.208615386861119,17.3519021567724
"Student",81,1,3,18,0,2,0.539633650786796,2.95001616310891
"Welch",81,1,3,18,0,2,0.080257014498069,0.99517301684104
"Student",82,1,3,18,0,2,0.000298810435942622,2.97728041300856
"Welch",82,1,3,18,0,2,0.166629332331327,19.2383091574226
"Student",83,1,3,18,0,2,0.914965320663836,4.5557279533947
"Welch",83,1,3,18,0,2,0.969017266985632,57.5087721700761
"Student",84,1,3,18,0,2,0.00877320239402916,2.75594811756306
"Welch",84,1,3,18,0,2,0.0409954675593955,3.45993857739191
"Student",85,1,3,18,0,2,0.0639667292766119,3.41690072368876
"Welch",85,1,3,18,0,2,0.538162470748884,43.4555847341407
"Student",86,1,3,18,0,2,1.72810359952925e-08,2.94758669777744
"Welch",86,1,3,18,0,2,0.0935206177928547,24.2361873549146
"Student",87,1,3,18,0,2,7.94929479696806e-05,3.32944577815793
"Welch",87,1,3,18,0,2,0.206872107282475,32.1489379116892
"Student",88,1,3,18,0,2,0.487727550888738,5.1164947797273
"Welch",88,1,3,18,0,2,0.844598440699071,85.5959398607342
"Student",89,1,3,18,0,2,0.932274949295951,4.20574624007514
"Welch",89,1,3,18,0,2,0.938435121620638,14.2988317458387
"Student",90,1,3,18,0,2,0.839075428092571,3.08094336932255
"Welch",90,1,3,18,0,2,0.799896749103442,5.52780812341064
"Student",91,1,3,18,0,2,9.26053796504031e-06,3.31553800644344
"Welch",91,1,3,18,0,2,0.0840067235816566,14.9797336187468
"Student",92,1,3,18,0,2,0.0935143718217157,3.64854778273275
"Welch",92,1,3,18,0,2,0.471421928410964,31.7126141948556
"Student",93,1,3,18,0,2,0.00339589919817499,3.04514066583579
"Welch",93,1,3,18,0,2,0.266880952219615,24.9080713235307
"Student",94,1,3,18,0,2,0.55746722857677,3.29403914228022
"Welch",94,1,3,18,0,2,0.489018647156649,5.66820723772773
"Student",95,1,3,18,0,2,0.965625607756038,3.01195369249289
"Welch",95,1,3,18,0,2,0.921180732360766,1.52118919324366
"Student",96,1,3,18,0,2,9.12643522288379e-05,3.94991498243571
"Welch",96,1,3,18,0,2,0.266761886915067,51.0992600067497
"Student",97,1,3,18,0,2,0.152656030967751,2.12906010722794
"Welch",97,1,3,18,0,2,0.0055851692549905,0.924772131421669
"Student",98,1,3,18,0,2,0.0682042587957027,3.96912355897987
"Welch",98,1,3,18,0,2,0.486270300310162,40.8645343253462
"Student",99,1,3,18,0,2,0.00738899108104174,2.92767069753208
"Welch",99,1,3,18,0,2,0.152709434915272,10.5613621141942
"Student",100,1,3,18,0,2,0.0120634680215435,3.88210068688013
"Welch",100,1,3,18,0,2,0.388786943932709,42.7227179248353
"Student",1,1,1,2,2,18,0.906642582318001,3.74476127054057
"Welch",1,1,1,2,2,18,0.93748746530953,21.1065125497603
"Student",2,1,1,2,2,18,0.176581098057636,2.98906793373799
"Welch",2,1,1,2,2,18,0.287307027310477,8.17934065043499
"Student",3,1,1,2,2,18,0.000584749232371269,2.61949749484263
"Welch",3,1,1,2,2,18,0.207678502933329,20.1682880119105
"Student",4,1,1,2,2,18,0.0699246898960083,3.45634391573423
"Welch",4,1,1,2,2,18,0.0869325872470727,4.32643050680821
"Student",5,1,1,2,2,18,0.00177434392175647,2.66218120553415
"Welch",5,1,1,2,2,18,0.326273725252615,31.3455771451911
"Student",6,1,1,2,2,18,2.37436952113068e-05,2.59066200888205
"Welch",6,1,1,2,2,18,0.0870801633817153,11.1114348522676
"Student",7,1,1,2,2,18,0.00820039021847005,3.32157864926859
"Welch",7,1,1,2,2,18,0.272221346234773,23.8517167742577
"Student",8,1,1,2,2,18,0.00110915252023332,2.61018930266336
"Welch",8,1,1,2,2,18,0.0688038245995425,6.03963777255776
"Student",9,1,1,2,2,18,0.0193292499436664,2.50678997584829
"Welch",9,1,1,2,2,18,0.00643909721419084,1.58038082271633
"Student",10,1,1,2,2,18,0.0158024039294307,3.27666711592134
"Welch",10,1,1,2,2,18,0.45225453039223,43.2292305284774
"Student",11,1,1,2,2,18,0.0243044694196224,2.98030400762862
"Welch",11,1,1,2,2,18,0.216547890889116,12.4007849744897
"Student",12,1,1,2,2,18,0.00265031390158849,2.68546589219609
"Welch",12,1,1,2,2,18,0.0837841512494547,6.46857371430067
"Student",13,1,1,2,2,18,0.00484138451349413,3.01262640828626
"Welch",13,1,1,2,2,18,0.00015459576954171,1.40480198538471
"Student",14,1,1,2,2,18,0.0009447965791721,3.27789302428953
"Welch",14,1,1,2,2,18,0.258614172130062,31.0766880565585
"Student",15,1,1,2,2,18,0.157187793345806,3.18746172447314
"Welch",15,1,1,2,2,18,0.07517612190388,2.69657251625734
"Student",16,1,1,2,2,18,0.000289632488706806,2.78926940427843
"Welch",16,1,1,2,2,18,0.0360800388849428,4.84318686974015
"Student",17,1,1,2,2,18,0.282746933735959,3.78527679503926
"Welch",17,1,1,2,2,18,0.0949044283763242,2.59810650668508
"Student",18,1,1,2,2,18,0.0281909603256737,3.4350884052871
"Welch",18,1,1,2,2,18,1.08990821774571e-06,1.13144875033098
"Student",19,1,1,2,2,18,0.0203634171506316,3.36028314267656
"Welch",19,1,1,2,2,18,0.157938815792224,10.0819721691655
"Student",20,1,1,2,2,18,0.558143517984451,2.78061138853018
"Welch",20,1,1,2,2,18,0.728223527467888,17.8584336282396
"Student",21,1,1,2,2,18,0.00262026596180103,2.66372115609791
"Welch",21,1,1,2,2,18,0.215482583018867,17.3104873228174
"Student",22,1,1,2,2,18,0.00667761727788204,2.73074800319183
"Welch",22,1,1,2,2,18,0.110531352961011,7.22662201956524
"Student",23,1,1,2,2,18,0.0151460382073518,2.51648571573343
"Welch",23,1,1,2,2,18,0.0423159037276439,2.94493402192147
"Student",24,1,1,2,2,18,0.00231832208427415,3.88288662026756
"Welch",24,1,1,2,2,18,0.169205212655354,19.2623739050412
"Student",25,1,1,2,2,18,0.0118015854350777,2.97792599226266
"Welch",25,1,1,2,2,18,0.0114105667874766,2.25454929365026
"Student",26,1,1,2,2,18,0.00211101559992578,3.43468244692172
"Welch",26,1,1,2,2,18,6.81827327517223e-05,1.58645252670297
"Student",27,1,1,2,2,18,0.274779334289848,3.88776145668513
"Welch",27,1,1,2,2,18,0.238739768185153,5.83671393917067
"Student",28,1,1,2,2,18,0.013239058023316,2.90911992617643
"Welch",28,1,1,2,2,18,0.00539608329509278,1.85102391569145
"Student",29,1,1,2,2,18,0.00530243244715991,3.46753792594018
"Welch",29,1,1,2,2,18,0.0570614432637069,5.67928549590775
"Student",30,1,1,2,2,18,0.0467465582311695,3.1162843451081
"Welch",30,1,1,2,2,18,4.66736119594027e-06,1.02425674960219
"Student",31,1,1,2,2,18,0.00371967888232516,2.45448111591185
"Welch",31,1,1,2,2,18,3.95524904329134e-05,1.07279330681703
"Student",32,1,1,2,2,18,4.99406652434516e-05,3.00367597709978
"Welch",32,1,1,2,2,18,0.0180115120179982,4.23953344327468
"Student",33,1,1,2,2,18,0.104322362500713,4.81048827443759
"Welch",33,1,1,2,2,18,0.0424852027206275,3.66391801903984
"Student",34,1,1,2,2,18,0.000301887479990499,3.2046553642795
"Welch",34,1,1,2,2,18,0.0265267383702522,4.70704977970145
"Student",35,1,1,2,2,18,0.966504940554675,2.26112634390925
"Welch",35,1,1,2,2,18,0.958141552351986,4.14365015575093
"Student",36,1,1,2,2,18,0.0662199340372509,3.11812182532323
"Welch",36,1,1,2,2,18,0.000593404508440647,1.28082019066099
"Student",37,1,1,2,2,18,0.0166876382299142,2.94457644840581
"Welch",37,1,1,2,2,18,0.0952085815493032,5.7115453034943
"Student",38,1,1,2,2,18,0.324467688668045,3.54652081530893
"Welch",38,1,1,2,2,18,0.381272279937129,9.13365707121085
"Student",39,1,1,2,2,18,0.00266144771762093,3.34065792875401
"Welch",39,1,1,2,2,18,0.197920658402116,19.5142912490413
"Student",40,1,1,2,2,18,0.353925688908177,3.12005590554325
"Welch",40,1,1,2,2,18,0.0728532593964302,1.60067709214556
"Student",41,1,1,2,2,18,0.00284957293076199,2.59825640755081
"Welch",41,1,1,2,2,18,0.261911732772612,21.331864801612
"Student",42,1,1,2,2,18,0.0349817788212189,3.32412826511729
"Welch",42,1,1,2,2,18,0.249112766382171,14.9956324698058
"Student",43,1,1,2,2,18,0.00316573423530318,3.08956723500428
"Welch",43,1,1,2,2,18,0.08707293835435,7.48487794813336
"Student",44,1,1,2,2,18,0.0264380536271894,4.53917291732544
"Welch",44,1,1,2,2,18,0.117790494514784,9.5130614272123
"Student",45,1,1,2,2,18,0.00209608238103337,2.68267596774177
"Welch",45,1,1,2,2,18,0.000603714802945688,1.46188394940314
"Student",46,1,1,2,2,18,0.1124481621827,3.67527446721138
"Welch",46,1,1,2,2,18,0.0458642075280187,2.81697106821151
"Student",47,1,1,2,2,18,0.00329775653514622,3.43501768932876
"Welch",47,1,1,2,2,18,0.321333007726672,36.1443077210122
"Student",48,1,1,2,2,18,0.000107679338358596,2.08870465254902
"Welch",48,1,1,2,2,18,0.0067919995032582,2.00648923132145
"Student",49,1,1,2,2,18,0.000346501446816165,2.63112570247616
"Welch",49,1,1,2,2,18,0.214326857092606,22.4641462174143
"Student",50,1,1,2,2,18,0.0815286361904336,3.33885202128315
"Welch",50,1,1,2,2,18,0.417716400935787,24.7113042010358
"Student",51,1,1,2,2,18,0.0289311511828903,3.64914660343212
"Welch",51,1,1,2,2,18,0.175493628383334,11.2376739941206
"Student",52,1,1,2,2,18,0.00796150944896694,2.37060895519488
"Welch",52,1,1,2,2,18,1.41155271110793e-07,0.824448946430407
"Student",53,1,1,2,2,18,0.363468520534282,3.56524772027368
"Welch",53,1,1,2,2,18,0.56159410179192,18.8120268116513
"Student",54,1,1,2,2,18,0.0567003789848892,3.58502859130968
"Welch",54,1,1,2,2,18,0.0534877764646849,3.59150299975254
"Student",55,1,1,2,2,18,0.00796581729375879,2.02729181189957
"Welch",55,1,1,2,2,18,0.0931802782597937,4.46414811531247
"Student",56,1,1,2,2,18,0.364184862552943,2.98839906684564
"Welch",56,1,1,2,2,18,0.215496158153578,2.97078203894682
"Student",57,1,1,2,2,18,0.000167942862232721,2.51708672362632
"Welch",57,1,1,2,2,18,3.37437446907557e-11,0.832585579105214
"Student",58,1,1,2,2,18,0.376036282401372,3.5322445925689
"Welch",58,1,1,2,2,18,0.223398874701289,3.50681623128595
"Student",59,1,1,2,2,18,0.0781632454380431,3.58604896993483
"Welch",59,1,1,2,2,18,0.229978912379676,10.9997509117755
"Student",60,1,1,2,2,18,0.0397044410818769,3.17940369122118
"Welch",60,1,1,2,2,18,0.371430956933369,24.6396286744838
"Student",61,1,1,2,2,18,0.0157113237102682,3.41762983992231
"Welch",61,1,1,2,2,18,0.127055979848843,8.70240226872675
"Student",62,1,1,2,2,18,0.11880195495709,3.65650377136757
"Welch",62,1,1,2,2,18,0.000130748924193762,1.23557323140462
"Student",63,1,1,2,2,18,0.0294827578337498,2.94145325373423
"Welch",63,1,1,2,2,18,0.416972916359733,29.6125352400998
"Student",64,1,1,2,2,18,0.0131144705694947,3.06262733798721
"Welch",64,1,1,2,2,18,0.265606873134049,19.3180258454672
"Student",65,1,1,2,2,18,0.0107563619644352,3.54572720839097
"Welch",65,1,1,2,2,18,0.00650413103834597,2.38858615343609
"Student",66,1,1,2,2,18,0.00216367399156032,2.8234407521626
"Welch",66,1,1,2,2,18,0.00769363047830753,2.28299657707661
"Student",67,1,1,2,2,18,0.00127911194558858,3.44067208892044
"Welch",67,1,1,2,2,18,0.241225495095114,28.6632976297071
"Student",68,1,1,2,2,18,0.00185149079822842,2.55836952690281
"Welch",68,1,1,2,2,18,0.131562407461245,9.95305969970491
"Student",69,1,1,2,2,18,0.0338744814882705,3.22687005986085
"Welch",69,1,1,2,2,18,2.4237019345189e-05,1.20027007474898
"Student",70,1,1,2,2,18,0.00323693605624519,3.38343570340961
"Welch",70,1,1,2,2,18,0.00882873709560184,2.7358523156878
"Student",71,1,1,2,2,18,0.0029969120652028,2.96888620325619
"Welch",71,1,1,2,2,18,0.0295979429404799,3.66016654965833
"Student",72,1,1,2,2,18,0.0783819565630645,3.5493804271769
"Welch",72,1,1,2,2,18,0.392143259869133,23.9811853469256
"Student",73,1,1,2,2,18,0.0469244290476968,3.25713404966895
"Welch",73,1,1,2,2,18,0.539316501731624,45.4754749546357
"Student",74,1,1,2,2,18,0.0238506361359415,3.29302553270191
"Welch",74,1,1,2,2,18,0.230298892666365,14.9011440776664
"Student",75,1,1,2,2,18,0.0989928492120604,2.77494038887762
"Welch",75,1,1,2,2,18,0.0159069576052009,1.60377755120315
"Student",76,1,1,2,2,18,0.267138745204594,2.77152333093827
"Welch",76,1,1,2,2,18,0.389745070562307,9.08532835548745
"Student",77,1,1,2,2,18,0.388075382235428,3.38907855465913
"Welch",77,1,1,2,2,18,0.697040721592522,31.2951568605822
"Student",78,1,1,2,2,18,5.33820541667802e-06,2.02536821235124
"Welch",78,1,1,2,2,18,0.00100582776865028,1.51331163135337
"Student",79,1,1,2,2,18,0.00668206461061681,3.086775053186
"Welch",79,1,1,2,2,18,0.0149068027209194,2.68600030424054
"Student",80,1,1,2,2,18,0.00078810836819914,3.53468443056049
"Welch",80,1,1,2,2,18,8.89370581470686e-05,1.72909933232451
"Student",81,1,1,2,2,18,0.0127515300621345,2.92516876119599
"Welch",81,1,1,2,2,18,0.0196959574790343,2.57061864617134
"Student",82,1,1,2,2,18,0.0108801385360974,3.23956044175159
"Welch",82,1,1,2,2,18,0.206361403242804,15.3558316024263
"Student",83,1,1,2,2,18,0.0152835910898654,3.70270020066811
"Welch",83,1,1,2,2,18,0.0720733402585613,5.92590670840756
"Student",84,1,1,2,2,18,0.0254770677453116,3.42397036130872
"Welch",84,1,1,2,2,18,0.220641949067399,14.4079295995672
"Student",85,1,1,2,2,18,0.000188015839145175,2.38375730760881
"Welch",85,1,1,2,2,18,0.00266773601546969,1.80292334903785
"Student",86,1,1,2,2,18,0.106327298528977,3.36909915822068
"Welch",86,1,1,2,2,18,0.400504979225755,20.8039981907277
"Student",87,1,1,2,2,18,0.0637825983672393,2.6658208729939
"Welch",87,1,1,2,2,18,0.491218929543456,28.5686435454638
"Student",88,1,1,2,2,18,0.00165669728869535,2.27803323357602
"Welch",88,1,1,2,2,18,6.10290059540401e-08,0.833022056078664
"Student",89,1,1,2,2,18,0.00214468332783015,3.56968359350344
"Welch",89,1,1,2,2,18,0.181581481604919,19.4669682105129
"Student",90,1,1,2,2,18,4.61752102166772e-05,3.09856438999922
"Welch",90,1,1,2,2,18,0.18887671445192,28.4391111686669
"Student",91,1,1,2,2,18,0.018429191160229,2.53830788862965
"Welch",91,1,1,2,2,18,4.22797607920297e-07,0.854024091690377
"Student",92,1,1,2,2,18,0.0171009371333021,3.06538463520338
"Welch",92,1,1,2,2,18,0.35088971033289,26.9478114692262
"Student",93,1,1,2,2,18,0.0212831997189208,3.53849192356807
"Welch",93,1,1,2,2,18,0.298661518346007,23.4481799604969
"Student",94,1,1,2,2,18,0.020190450857263,2.91103252011605
"Welch",94,1,1,2,2,18,0.00989653351710497,1.99435220300089
"Student",95,1,1,2,2,18,0.00976451122283231,2.73173913130637
"Welch",95,1,1,2,2,18,0.160943848138661,9.87846721611814
"Student",96,1,1,2,2,18,0.00169892066572521,3.68291142088977
"Welch",96,1,1,2,2,18,0.219392680411213,26.162910866961
"Student",97,1,1,2,2,18,8.47308420330114e-05,2.33733770697042
"Welch",97,1,1,2,2,18,0.0721765041516189,7.47985310638456
"Student",98,1,1,2,2,18,0.0278076960091087,2.95372743098653
"Welch",98,1,1,2,2,18,2.34861513277939e-05,1.11613470287838
"Student",99,1,1,2,2,18,0.00249611291115286,3.20719244454433
"Welch",99,1,1,2,2,18,9.20686845439738e-05,1.49657886159826
"Student",100,1,1,2,2,18,0.652659108713212,3.50273722595774
"Welch",100,1,1,2,2,18,0.651311569441873,9.10822027144316
"Student",1,1,2,2,2,18,0.233387213854784,6.65570345569118
"Welch",1,1,2,2,2,18,0.048778992361252,3.87339204216036
"Student",2,1,2,2,2,18,0.438793337121182,7.84651961677139
"Welch",2,1,2,2,2,18,0.0420400030358173,2.83559778498996
"Student",3,1,2,2,2,18,0.20012451687739,8.38163552945953
"Welch",3,1,2,2,2,18,0.00130203842437067,2.91050793789643
"Student",4,1,2,2,2,18,0.174887872463267,6.1585619268001
"Welch",4,1,2,2,2,18,0.147518395088439,7.81591869214654
"Student",5,1,2,2,2,18,0.241485346172101,5.18205008143812
"Welch",5,1,2,2,2,18,0.0817339937020641,3.65881951323993
"Student",6,1,2,2,2,18,0.424482760869588,7.47995380420733
"Welch",6,1,2,2,2,18,0.112300057096679,3.88007420350844
"Student",7,1,2,2,2,18,0.057769309230843,6.64020697240853
"Welch",7,1,2,2,2,18,1.36127663827558e-05,2.26556624076184
"Student",8,1,2,2,2,18,0.0326713500159055,5.44418800551683
"Welch",8,1,2,2,2,18,3.13453815682329e-05,2.05382813755016
"Student",9,1,2,2,2,18,0.0661463104225077,6.85952856057818
"Welch",9,1,2,2,2,18,1.3815137060654e-05,2.26359219957073
"Student",10,1,2,2,2,18,0.419527661873452,7.20492385434092
"Welch",10,1,2,2,2,18,0.4344890062786,16.9786123547656
"Student",11,1,2,2,2,18,0.119506462837782,5.65984919627512
"Welch",11,1,2,2,2,18,0.134278781427202,8.05233898958947
"Student",12,1,2,2,2,18,0.559880922159331,5.61226033513011
"Welch",12,1,2,2,2,18,0.0858874092047288,1.83603178245633
"Student",13,1,2,2,2,18,0.19028335002312,6.73574517240478
"Welch",13,1,2,2,2,18,0.00961846870926656,2.95441532472995
"Student",14,1,2,2,2,18,0.276962358044731,6.66901878682883
"Welch",14,1,2,2,2,18,0.194799907343965,7.91458018761189
"Student",15,1,2,2,2,18,0.121484393540814,6.04239326112718
"Welch",15,1,2,2,2,18,0.0904752357976252,6.35813267549302
"Student",16,1,2,2,2,18,0.31185022405054,6.30472162231665
