"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Welch",29,1,3,10,0,10,0.453428780650061,4.48512304946874
"Student",30,1,3,10,0,10,0.900918118124368,4.79147642052639
"Welch",30,1,3,10,0,10,0.901781255635509,5.01545360745543
"Student",31,1,3,10,0,10,0.89987666066348,4.0804329546989
"Welch",31,1,3,10,0,10,0.900752766607015,4.27202208041661
"Student",32,1,3,10,0,10,0.911374847921413,4.39055490373855
"Welch",32,1,3,10,0,10,0.912145838414406,4.59594492707784
"Student",33,1,3,10,0,10,0.214876799147449,4.06174754350641
"Welch",33,1,3,10,0,10,0.226017619250213,4.27608375210284
"Student",34,1,3,10,0,10,0.587243525502704,4.78726779025302
"Welch",34,1,3,10,0,10,0.591149621932541,4.9956784286201
"Student",35,1,3,10,0,10,0.883376003709233,4.73324692297602
"Welch",35,1,3,10,0,10,0.884497704332165,4.9777471759054
"Student",36,1,3,10,0,10,0.260938756995127,4.8977132747552
"Welch",36,1,3,10,0,10,0.26974557023964,5.1153429695283
"Student",37,1,3,10,0,10,0.532983339025259,3.37227732481143
"Welch",37,1,3,10,0,10,0.5384681273391,3.54931707797855
"Student",38,1,3,10,0,10,0.757439545211941,3.06649772379074
"Welch",38,1,3,10,0,10,0.758585574951369,3.13872794321617
"Student",39,1,3,10,0,10,0.741107452446108,5.66456279050778
"Welch",39,1,3,10,0,10,0.744401350632533,6.03637787895337
"Student",40,1,3,10,0,10,0.32031574126727,4.26556591381907
"Welch",40,1,3,10,0,10,0.32834067430104,4.45892609553573
"Student",41,1,3,10,0,10,0.054407670016784,3.47760788315644
"Welch",41,1,3,10,0,10,0.0617327411368679,3.60139054415581
"Student",42,1,3,10,0,10,0.901643370103076,3.63129995023528
"Welch",42,1,3,10,0,10,0.902731245555709,3.84972434558156
"Student",43,1,3,10,0,10,0.248833413719106,3.57619614205567
"Welch",43,1,3,10,0,10,0.257154095839498,3.72274729676716
"Student",44,1,3,10,0,10,0.856931501647589,4.11789214573294
"Welch",44,1,3,10,0,10,0.858516061565044,4.36297497106118
"Student",45,1,3,10,0,10,0.45009620049462,3.45241397040867
"Welch",45,1,3,10,0,10,0.452966515841783,3.52586531876344
"Student",46,1,3,10,0,10,0.288489365190878,3.7333062868013
"Welch",46,1,3,10,0,10,0.297151271346865,3.90506867945921
"Student",47,1,3,10,0,10,0.819336940084292,3.93240145224657
"Welch",47,1,3,10,0,10,0.821101912914313,4.13464901072367
"Student",48,1,3,10,0,10,0.768840009509815,4.75588576559744
"Welch",48,1,3,10,0,10,0.771800770727899,5.07479666543645
"Student",49,1,3,10,0,10,0.963996711821567,3.12023977028783
"Welch",49,1,3,10,0,10,0.964290189615649,3.25759159355789
"Student",50,1,3,10,0,10,0.195431220524972,3.98784399303788
"Welch",50,1,3,10,0,10,0.202298014684544,4.11135515924572
"Student",51,1,3,10,0,10,0.534486755951793,3.49639264392835
"Welch",51,1,3,10,0,10,0.54157337722483,3.73863679514311
"Student",52,1,3,10,0,10,0.55938813343237,3.77446079098498
"Welch",52,1,3,10,0,10,0.566334169907603,4.0511369365134
"Student",53,1,3,10,0,10,0.986946898768901,4.54012654751066
"Welch",53,1,3,10,0,10,0.987070638325035,4.77459887511512
"Student",54,1,3,10,0,10,0.251803105040689,4.13157160532979
"Welch",54,1,3,10,0,10,0.261388139536809,4.32902613360716
"Student",55,1,3,10,0,10,0.905117521199547,5.15266696349549
"Welch",55,1,3,10,0,10,0.906250149192516,5.48908944173449
"Student",56,1,3,10,0,10,0.899922492738862,4.17063468883613
"Welch",56,1,3,10,0,10,0.900811332912983,4.36954466150618
"Student",57,1,3,10,0,10,0.886902114438296,5.11388242458364
"Welch",57,1,3,10,0,10,0.888014841843786,5.38467947683758
"Student",58,1,3,10,0,10,0.600556611666958,5.42336693110747
"Welch",58,1,3,10,0,10,0.606266620708479,5.79218390877337
"Student",59,1,3,10,0,10,0.318037385465215,4.81887741473662
"Welch",59,1,3,10,0,10,0.323008713261037,4.95097450034115
"Student",60,1,3,10,0,10,0.788179961468734,4.23863271896093
"Welch",60,1,3,10,0,10,0.790389373304912,4.46919510125534
"Student",61,1,3,10,0,10,0.541571781725818,4.14628600546187
"Welch",61,1,3,10,0,10,0.547479197329868,4.38799747879395
"Student",62,1,3,10,0,10,0.170049591986445,6.29360296769489
"Welch",62,1,3,10,0,10,0.183448710324296,6.6758830320009
"Student",63,1,3,10,0,10,0.239988058021457,3.38366344625424
"Welch",63,1,3,10,0,10,0.247290467713264,3.50287416582619
"Student",64,1,3,10,0,10,0.0197796896681125,3.17380796339974
"Welch",64,1,3,10,0,10,0.027328002111718,3.34039785645091
"Student",65,1,3,10,0,10,0.180385295035597,3.85703897269386
"Welch",65,1,3,10,0,10,0.191889666505589,4.05840377156329
"Student",66,1,3,10,0,10,0.338228853951452,4.04242976319438
"Welch",66,1,3,10,0,10,0.347112933338873,4.25456850579947
"Student",67,1,3,10,0,10,0.825704128368353,4.50711339671503
"Welch",67,1,3,10,0,10,0.82789089272941,4.81016546244321
"Student",68,1,3,10,0,10,0.251004621586899,3.55488320200896
"Welch",68,1,3,10,0,10,0.261760487784104,3.74653500827406
"Student",69,1,3,10,0,10,0.418485883346177,4.49864971779719
"Welch",69,1,3,10,0,10,0.424346580154585,4.68320401347755
"Student",70,1,3,10,0,10,0.122735572521404,2.88227330842483
"Welch",70,1,3,10,0,10,0.131429872839002,2.9906434841206
"Student",71,1,3,10,0,10,0.498136582762359,4.70498934559916
"Welch",71,1,3,10,0,10,0.504501655908137,4.96596708762034
"Student",72,1,3,10,0,10,0.606807137528407,3.56877792930382
"Welch",72,1,3,10,0,10,0.610404886984805,3.72084871422127
"Student",73,1,3,10,0,10,0.729403881047651,4.57339788267756
"Welch",73,1,3,10,0,10,0.732323107284753,4.82371693768437
"Student",74,1,3,10,0,10,0.0907600557983374,2.97719403402056
"Welch",74,1,3,10,0,10,0.0970795713929643,3.05937502651578
"Student",75,1,3,10,0,10,0.4500983321824,5.00006386026152
"Welch",75,1,3,10,0,10,0.456431322762374,5.24159331311586
"Student",76,1,3,10,0,10,0.814662977353103,3.51986877783097
"Welch",76,1,3,10,0,10,0.816512927071558,3.7047053341705
"Student",77,1,3,10,0,10,0.206609836045785,4.4912948306266
"Welch",77,1,3,10,0,10,0.219567226890817,4.76634252102054
"Student",78,1,3,10,0,10,0.506958472434595,3.97278959346254
"Welch",78,1,3,10,0,10,0.513110154373357,4.19082051468114
"Student",79,1,3,10,0,10,0.370182716107293,3.54963317349612
"Welch",79,1,3,10,0,10,0.377568492132356,3.71457515888254
"Student",80,1,3,10,0,10,0.794181494820193,3.01842204685676
"Welch",80,1,3,10,0,10,0.795887318861913,3.14771507257203
"Student",81,1,3,10,0,10,0.459145407213797,5.42294347041339
"Welch",81,1,3,10,0,10,0.465859676926641,5.70842732271006
"Student",82,1,3,10,0,10,0.456367615469669,3.80457908697202
"Welch",82,1,3,10,0,10,0.46124302287053,3.94669689623069
"Student",83,1,3,10,0,10,0.789896050738564,3.43736973800084
"Welch",83,1,3,10,0,10,0.791364429806388,3.56042966565695
"Student",84,1,3,10,0,10,0.353236042296507,3.26154726030248
"Welch",84,1,3,10,0,10,0.360674859297028,3.40836758224012
"Student",85,1,3,10,0,10,0.259871126013379,4.24307896689717
"Welch",85,1,3,10,0,10,0.270647046527982,4.47595984920089
"Student",86,1,3,10,0,10,0.291409737853357,2.93871570718883
"Welch",86,1,3,10,0,10,0.298331414976802,3.04624845045182
"Student",87,1,3,10,0,10,0.920403924416634,3.56549780808849
"Welch",87,1,3,10,0,10,0.920916226745296,3.68755341877878
"Student",88,1,3,10,0,10,0.846684733395381,3.76304760542129
"Welch",88,1,3,10,0,10,0.847888119540998,3.91843264329899
"Student",89,1,3,10,0,10,0.189192036365862,3.07712631150686
"Welch",89,1,3,10,0,10,0.195463338191117,3.16325210492382
"Student",90,1,3,10,0,10,0.880412685990911,4.36396579853428
"Welch",90,1,3,10,0,10,0.881676138836046,4.61271213029307
"Student",91,1,3,10,0,10,0.300737320441237,4.18993979256753
"Welch",91,1,3,10,0,10,0.30679472331539,4.3259182745397
"Student",92,1,3,10,0,10,0.125434940073293,3.77011827102906
"Welch",92,1,3,10,0,10,0.133695073319693,3.90451780396141
"Student",93,1,3,10,0,10,0.656797670785617,4.49468200488774
"Welch",93,1,3,10,0,10,0.660563242404662,4.73440975720107
"Student",94,1,3,10,0,10,0.633888496840129,3.18063519939933
"Welch",94,1,3,10,0,10,0.635470720052241,3.24429160354784
"Student",95,1,3,10,0,10,0.828383732776789,4.40887744853922
"Welch",95,1,3,10,0,10,0.830133593448249,4.64691695051645
"Student",96,1,3,10,0,10,0.500607613304684,2.4178914183731
"Welch",96,1,3,10,0,10,0.501803620065585,2.44207753210766
"Student",97,1,3,10,0,10,0.240551488189696,4.65101659056371
"Welch",97,1,3,10,0,10,0.252516818743082,4.92684189857928
"Student",98,1,3,10,0,10,0.102162857836359,3.94072276895888
"Welch",98,1,3,10,0,10,0.116923298755409,4.20127727574693
"Student",99,1,3,10,0,10,0.0481906047004219,1.95211826673925
"Welch",99,1,3,10,0,10,0.0551100299649496,2.01993185938835
"Student",100,1,3,10,0,10,0.44346340193831,4.27464437968904
"Welch",100,1,3,10,0,10,0.452234846306145,4.56138654528231
"Student",1,1,1,12,0,8,0.512868050723926,1.72882229840179
"Welch",1,1,1,12,0,8,0.500432074589267,1.68524278352851
"Student",2,1,1,12,0,8,0.899904981906671,1.60351832372716
"Welch",2,1,1,12,0,8,0.901647962834176,1.65582663213897
"Student",3,1,1,12,0,8,0.0659005854894809,1.873882787461
"Welch",3,1,1,12,0,8,0.112034806684121,2.23484928833438
"Student",4,1,1,12,0,8,0.831456854336106,2.55329828633538
"Welch",4,1,1,12,0,8,0.814634371265832,2.31812041326558
"Student",5,1,1,12,0,8,0.454157694465149,2.08562038644842
"Welch",5,1,1,12,0,8,0.432828867988413,1.99243865915431
"Student",6,1,1,12,0,8,0.433737905109262,1.62646910454483
"Welch",6,1,1,12,0,8,0.429858570861078,1.6238613751777
"Student",7,1,1,12,0,8,0.557668161437304,2.13074867830484
"Welch",7,1,1,12,0,8,0.567045690205058,2.21496639688649
"Student",8,1,1,12,0,8,0.929503612747966,1.42989442580566
"Welch",8,1,1,12,0,8,0.926803661335406,1.38183245505916
"Student",9,1,1,12,0,8,0.108725492212405,2.05308453777973
"Welch",9,1,1,12,0,8,0.136923057150274,2.25289822316325
"Student",10,1,1,12,0,8,0.789987550105897,1.07057672096474
"Welch",10,1,1,12,0,8,0.784892120867155,1.0502206949825
"Student",11,1,1,12,0,8,0.210682380725996,2.00669457451613
"Welch",11,1,1,12,0,8,0.234794017030052,2.14943728255999
"Student",12,1,1,12,0,8,0.154061872553697,1.81705167311645
"Welch",12,1,1,12,0,8,0.16242004163029,1.86887006611629
"Student",13,1,1,12,0,8,0.426095661208335,1.60314338217855
"Welch",13,1,1,12,0,8,0.413997525514207,1.5678016110233
"Student",14,1,1,12,0,8,0.57832723255562,1.77008760968887
"Welch",14,1,1,12,0,8,0.625733103509084,2.11753214019079
"Student",15,1,1,12,0,8,0.956948161964728,2.27604382112849
"Welch",15,1,1,12,0,8,0.960783202731593,2.59439688889654
"Student",16,1,1,12,0,8,0.0167208287003008,1.61569824706162
"Welch",16,1,1,12,0,8,0.0233466702809671,1.7078656851634
"Student",17,1,1,12,0,8,0.289445506708837,2.45090833905208
"Welch",17,1,1,12,0,8,0.262262649858999,2.31328124188538
"Student",18,1,1,12,0,8,0.00858452308124053,1.59012108325705
"Welch",18,1,1,12,0,8,0.00511097798873945,1.47142556488596
"Student",19,1,1,12,0,8,0.649037158690482,1.85197919950773
"Welch",19,1,1,12,0,8,0.617064673678739,1.6848558841444
"Student",20,1,1,12,0,8,0.766809961288399,2.32705474003182
"Welch",20,1,1,12,0,8,0.757888824927579,2.24580109535515
"Student",21,1,1,12,0,8,0.176086992296456,1.23172246548259
"Welch",21,1,1,12,0,8,0.238673231385878,1.4701507050793
"Student",22,1,1,12,0,8,0.911186424460004,1.68734823438052
"Welch",22,1,1,12,0,8,0.913641240030838,1.76555988115295
"Student",23,1,1,12,0,8,0.808653373717282,1.99301156059278
"Welch",23,1,1,12,0,8,0.79183140677059,1.82834258440488
"Student",24,1,1,12,0,8,0.674910674864451,1.76976643982368
"Welch",24,1,1,12,0,8,0.685800465485829,1.8692089009926
"Student",25,1,1,12,0,8,0.0294684342349589,1.72741076008375
"Welch",25,1,1,12,0,8,0.0173769000348246,1.5591641086945
"Student",26,1,1,12,0,8,0.736548747171063,2.30474096190749
"Welch",26,1,1,12,0,8,0.745721232449812,2.4370589360006
"Student",27,1,1,12,0,8,0.811194907352615,2.68056657091867
"Welch",27,1,1,12,0,8,0.794750333197448,2.46110821807902
"Student",28,1,1,12,0,8,0.149600704257829,2.1091828875757
"Welch",28,1,1,12,0,8,0.138743092858308,2.05341889879841
"Student",29,1,1,12,0,8,0.368961486189737,2.26979720363229
"Welch",29,1,1,12,0,8,0.356935552963812,2.22131659524697
"Student",30,1,1,12,0,8,0.0453097520143183,1.62914231142507
"Welch",30,1,1,12,0,8,0.0304639643383163,1.49201608532598
"Student",31,1,1,12,0,8,0.810770322732704,1.78396015331847
"Welch",31,1,1,12,0,8,0.80702790970021,1.75955722910285
"Student",32,1,1,12,0,8,0.067903471759147,1.76742469788844
"Welch",32,1,1,12,0,8,0.0647245538421622,1.74614746475384
"Student",33,1,1,12,0,8,0.0586972917800633,1.44741449633656
"Welch",33,1,1,12,0,8,0.0654249689693941,1.49165747211041
"Student",34,1,1,12,0,8,0.661792619048748,1.83061867470373
"Welch",34,1,1,12,0,8,0.671625623864966,1.92193887761627
"Student",35,1,1,12,0,8,0.792419986530835,1.99829502436423
"Welch",35,1,1,12,0,8,0.784714319938336,1.9316205835752
"Student",36,1,1,12,0,8,0.590825134832659,1.34456863192023
"Welch",36,1,1,12,0,8,0.543876316277132,1.19266974697375
"Student",37,1,1,12,0,8,0.447683404853847,2.276325231011
"Welch",37,1,1,12,0,8,0.484532001144849,2.54821067541546
"Student",38,1,1,12,0,8,0.803494223698114,2.53476460013815
"Welch",38,1,1,12,0,8,0.811018585339695,2.69146910382562
"Student",39,1,1,12,0,8,0.951819452871976,2.04146076035697
"Welch",39,1,1,12,0,8,0.954888600847709,2.24314030428111
"Student",40,1,1,12,0,8,0.964723302953543,1.78612904388288
"Welch",40,1,1,12,0,8,0.965423604182218,1.85005814899325
"Student",41,1,1,12,0,8,0.246235876389297,1.61447035326926
"Welch",41,1,1,12,0,8,0.238332623263918,1.59312535317119
"Student",42,1,1,12,0,8,0.0131524280839648,1.38690608096927
"Welch",42,1,1,12,0,8,0.017008547718572,1.43939511847175
"Student",43,1,1,12,0,8,0.0762002024032831,1.66300203652215
"Welch",43,1,1,12,0,8,0.110228461573533,1.88576149454183
"Student",44,1,1,12,0,8,0.159035895017898,1.92482754572787
"Welch",44,1,1,12,0,8,0.181594349204649,2.05978618205115
"Student",45,1,1,12,0,8,0.257402522441434,1.8587926479655
"Welch",45,1,1,12,0,8,0.24525450869407,1.81586758963667
"Student",46,1,1,12,0,8,0.888150097992253,2.62268341034518
"Welch",46,1,1,12,0,8,0.893958337898862,2.83566411296841
"Student",47,1,1,12,0,8,0.547419024742552,1.68094236852951
"Welch",47,1,1,12,0,8,0.543328563917163,1.67591610432047
"Student",48,1,1,12,0,8,0.977491602859621,1.25542121581041
"Welch",48,1,1,12,0,8,0.977980857099416,1.30349740510627
"Student",49,1,1,12,0,8,0.337133649861392,1.42712459848326
"Welch",49,1,1,12,0,8,0.295827379068538,1.30708979728872
"Student",50,1,1,12,0,8,0.279173339530079,1.60788686624143
"Welch",50,1,1,12,0,8,0.284782259285482,1.6416109071838
"Student",51,1,1,12,0,8,0.389088929746378,1.4760325030589
"Welch",51,1,1,12,0,8,0.327684835297274,1.29921937359419
"Student",52,1,1,12,0,8,0.131404367634822,1.58666395743444
"Welch",52,1,1,12,0,8,0.14837408841328,1.67554615073265
"Student",53,1,1,12,0,8,0.655399239583484,1.9048598622997
"Welch",53,1,1,12,0,8,0.671514924868034,2.05064804098881
"Student",54,1,1,12,0,8,0.747887259986532,2.06196509664386
"Welch",54,1,1,12,0,8,0.741014973867731,2.01482636244826
"Student",55,1,1,12,0,8,0.81551914469975,2.11310341442983
"Welch",55,1,1,12,0,8,0.791052605856307,1.86698182184625
"Student",56,1,1,12,0,8,0.51201767630217,1.3525722879293
"Welch",56,1,1,12,0,8,0.497221714955218,1.31023823842569
"Student",57,1,1,12,0,8,0.837581339526089,2.60575521587976
"Welch",57,1,1,12,0,8,0.837090613914513,2.62272920708436
"Student",58,1,1,12,0,8,0.254754136886954,1.52056695611616
"Welch",58,1,1,12,0,8,0.182634022285547,1.30322359563957
"Student",59,1,1,12,0,8,0.237309546661495,2.10947784624301
"Welch",59,1,1,12,0,8,0.216076913977035,2.01396092198774
"Student",60,1,1,12,0,8,0.997048038389551,2.16939360219237
"Welch",60,1,1,12,0,8,0.997208561632829,2.35271732524218
"Student",61,1,1,12,0,8,0.867076223354501,1.78496188433542
"Welch",61,1,1,12,0,8,0.870372929992839,1.86098169575721
"Student",62,1,1,12,0,8,0.857296083650722,1.84740093184372
"Welch",62,1,1,12,0,8,0.855039296005747,1.83112703530352
"Student",63,1,1,12,0,8,0.878459552754769,1.8097257389929
"Welch",63,1,1,12,0,8,0.885195331863313,1.96631996294094
"Student",64,1,1,12,0,8,0.900255400873472,1.75682846133697
"Welch",64,1,1,12,0,8,0.897986613921679,1.72760871163153
"Student",65,1,1,12,0,8,0.953463622227457,2.18211619114106
"Welch",65,1,1,12,0,8,0.952897769771492,2.17279201456172
"Student",66,1,1,12,0,8,0.673627310561133,2.14316043598518
"Welch",66,1,1,12,0,8,0.627845374699004,1.87243229611299
"Student",67,1,1,12,0,8,0.560265945287514,2.04261480184053
"Welch",67,1,1,12,0,8,0.552024620310508,2.01108029014966
"Student",68,1,1,12,0,8,0.172427168106807,2.59657663165241
"Welch",68,1,1,12,0,8,0.151792561293276,2.46706638867686
"Student",69,1,1,12,0,8,0.612145709368226,1.79473217732053
"Welch",69,1,1,12,0,8,0.576188511269827,1.62713136240946
"Student",70,1,1,12,0,8,0.212922172263341,1.42695558882307
"Welch",70,1,1,12,0,8,0.258020099255332,1.61638625434984
"Student",71,1,1,12,0,8,0.577967506685626,1.81998980553495
"Welch",71,1,1,12,0,8,0.580459403779656,1.85187126855527
"Student",72,1,1,12,0,8,0.358795184578078,2.30671336282674
"Welch",72,1,1,12,0,8,0.298615381632645,2.03533807134116
"Student",73,1,1,12,0,8,0.821943144324273,1.95413566687427
"Welch",73,1,1,12,0,8,0.812730034833781,1.85952875576646
"Student",74,1,1,12,0,8,0.202061133288355,1.52549712773403
"Welch",74,1,1,12,0,8,0.205150230150254,1.54641358331369
"Student",75,1,1,12,0,8,0.717914849685408,0.989428038974765
"Welch",75,1,1,12,0,8,0.731872008881558,1.06809081094919
"Student",76,1,1,12,0,8,0.680471163115552,1.18163345096023
"Welch",76,1,1,12,0,8,0.690279010572245,1.24311587725461
"Student",77,1,1,12,0,8,0.551329520253278,2.06883358030645
"Welch",77,1,1,12,0,8,0.562831507647755,2.16448494358444
"Student",78,1,1,12,0,8,0.147557406206061,1.50672835595232
"Welch",78,1,1,12,0,8,0.122091470337318,1.40560502524995
"Student",79,1,1,12,0,8,0.197335502966233,2.11858710677774
"Welch",79,1,1,12,0,8,0.16999057772682,1.98465323823314
"Student",80,1,1,12,0,8,0.947767933492881,1.71809541793643
"Welch",80,1,1,12,0,8,0.951278526989439,1.8972616678861
"Student",81,1,1,12,0,8,0.341564883627512,1.94211493925879
"Welch",81,1,1,12,0,8,0.331879300175569,1.91125512606219
"Student",82,1,1,12,0,8,0.470836467759724,1.69393433044595
"Welch",82,1,1,12,0,8,0.474914412040163,1.72798432413776
"Student",83,1,1,12,0,8,0.501242852318324,1.96909206300416
"Welch",83,1,1,12,0,8,0.450529236070494,1.7551343717887
"Student",84,1,1,12,0,8,0.0669354815825627,1.94088831159021
"Welch",84,1,1,12,0,8,0.0552360656387988,1.84642733047602
"Student",85,1,1,12,0,8,0.72796641092126,2.04533731313623
"Welch",85,1,1,12,0,8,0.744846524495524,2.24775498266017
"Student",86,1,1,12,0,8,0.48042068251282,2.20973966612256
"Welch",86,1,1,12,0,8,0.511304888246514,2.4395522024846
"Student",87,1,1,12,0,8,0.190048066392965,1.79392122737957
"Welch",87,1,1,12,0,8,0.188491074697451,1.79605853650867
"Student",88,1,1,12,0,8,0.567664587028996,1.57031150065217
"Welch",88,1,1,12,0,8,0.547110467978901,1.49203229931529
"Student",89,1,1,12,0,8,0.212818683359633,1.60675698093255
"Welch",89,1,1,12,0,8,0.200666390976298,1.56663719326332
"Student",90,1,1,12,0,8,0.893062031712282,1.59664692670186
"Welch",90,1,1,12,0,8,0.87772835354006,1.40214628216077
"Student",91,1,1,12,0,8,0.893826450646159,1.79674771473245
"Welch",91,1,1,12,0,8,0.886678643634874,1.68373198631981
"Student",92,1,1,12,0,8,0.0039703133357267,1.5274810283111
"Welch",92,1,1,12,0,8,0.00781957957775897,1.64896534792518
"Student",93,1,1,12,0,8,0.178304799909613,2.15870795401731
"Welch",93,1,1,12,0,8,0.203587719765487,2.32372981805031
"Student",94,1,1,12,0,8,0.543924378053699,1.33394062089836
"Welch",94,1,1,12,0,8,0.553589582880553,1.3868565041213
"Student",95,1,1,12,0,8,0.102907602570802,1.77628131138581
"Welch",95,1,1,12,0,8,0.138766983208978,2.00033471291628
"Student",96,1,1,12,0,8,0.561273434507861,1.45272598110926
"Welch",96,1,1,12,0,8,0.54240234332703,1.38749125922967
"Student",97,1,1,12,0,8,0.185968653534692,1.7664477930421
"Welch",97,1,1,12,0,8,0.259078984539838,2.16765878785104
"Student",98,1,1,12,0,8,0.400925538411817,1.95429486386761
"Welch",98,1,1,12,0,8,0.334092521630732,1.70380638317589
"Student",99,1,1,12,0,8,0.365761553046173,2.27861347130886
